model,step,train_loss,train_l1_loss,D_mean_action_l1,D_median_action_l1,D_success_l1_lt_0.05,D_success_l1_lt_0.10
ACT-A-real-subset,1,0.5709642767906189,0.5709642767906189,0.3735620975494385,0.37726759910583496,0.0,0.0
ACT-A-real-subset,10,0.31552809476852417,0.31552809476852417,0.3026517331600189,0.26036208868026733,0.0,0.014705882352941176
ACT-A-real-subset,20,0.2770286202430725,0.2770286202430725,0.2745020389556885,0.2533782720565796,0.0,0.058823529411764705
ACT-A-real-subset,30,0.3448046147823334,0.3448046147823334,0.2785804271697998,0.26635080575942993,0.0,0.029411764705882353
ACT-A-real-subset,40,0.2508721351623535,0.2508721351623535,0.2778531014919281,0.2390398532152176,0.0,0.04411764705882353
