model,step,train_loss,train_l1_loss,D_mean_action_l1,D_median_action_l1,D_success_l1_lt_0.05,D_success_l1_lt_0.10
ACT-ABC-real-subset,1,0.6519901156425476,0.6519901156425476,0.42491626739501953,0.4166851043701172,0.0,0.0
ACT-ABC-real-subset,10,0.4291934072971344,0.4291934072971344,0.29524603486061096,0.27737295627593994,0.0,0.0
ACT-ABC-real-subset,20,0.35586071014404297,0.35586071014404297,0.26778897643089294,0.24302370846271515,0.0,0.0
ACT-ABC-real-subset,30,0.3387996554374695,0.3387996554374695,0.26850032806396484,0.2492683231830597,0.0,0.014705882352941176
ACT-ABC-real-subset,40,0.3255123794078827,0.3255123794078827,0.2546333968639374,0.226329505443573,0.0,0.04411764705882353
